Item_Type,Item_Weight,Item_MRP,Item_Outlet_Sales,Timestamp,Item_Identifier,Item_Fat_Content,Item_Visibility,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,MRP_Range,Price_Range
Fruits and Vegetables,8.785,119.9414,1462.0968,,FDU32,Low Fat,0.025967624,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Medium,Medium
Fruits and Vegetables,8.77,173.8422,3448.844,,FDU19,reg,0.046962004,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,High,High
Health and Hygiene,18.75,108.128,1065.28,,NCM53,Low Fat,0.05233528,OUT017,2007.0,,Tier 2,Supermarket Type1,Low,Low
Fruits and Vegetables,19.85,220.8772,4225.1668,,FDG32,Low Fat,0.17635245,OUT045,2002.0,,Tier 2,Supermarket Type1,Very High,Very High
Frozen Foods,17.5,259.7304,3616.6256,,FDF04,LF,0.013692598,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very High,Very High
Others,14.6,242.3538,5287.7836,,NCN55,LF,0.0,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very High,Very High
Snack Foods,11.8,127.1704,3004.0896,,FDJ34,Regular,0.093655728,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Medium,Medium
Meat,11.65,110.8544,111.8544,,FDT51,Regular,0.018275816,OUT010,1998.0,,Tier 3,Grocery Store,Low,Low
Canned,13.65,213.7902,1274.3412,,FDT01,Regular,0.184167712,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very High,Very High
Frozen Foods,,34.9558,1120.5414,,FDV28,Regular,0.158954903,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very Low,Very Low
Canned,16.6,118.4124,3199.8348,,FDD02,Low Fat,0.050392993,OUT045,2002.0,,Tier 2,Supermarket Type1,Low,Low
Baking Goods,18.0,79.0618,1208.427,,FDW48,Low Fat,0.008558144,OUT045,2002.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Fruits and Vegetables,7.17,130.3968,3523.4136,,FDF44,Regular,0.059820884,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Medium,Medium
Dairy,10.3,264.5226,3436.1938,,FDY14,LF,0.070149088,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very High,Very High
Breads,,162.6552,5685.932,,FDU59,Low Fat,0.095919472,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Snack Foods,,172.0422,517.3266,,FDQ10,Low Fat,0.058092551,OUT019,1985.0,Small,Tier 1,Grocery Store,High,High
Snack Foods,11.5,123.9704,375.5112,,FDV21,Low Fat,0.286357776,OUT010,1998.0,,Tier 3,Grocery Store,Medium,Medium
Baking Goods,7.855,37.2848,745.696,,FDQ36,Regular,0.161798604,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very Low,Very Low
Baking Goods,,107.128,319.584,,FDH12,Low Fat,0.148742896,OUT019,1985.0,Small,Tier 1,Grocery Store,Low,Low
Frozen Foods,17.35,72.2038,886.8456,,FDV40,Low Fat,0.0,OUT017,2007.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Household,9.0,101.8016,1720.4272,,NCF07,Low Fat,0.032022535,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Low,Low
Fruits and Vegetables,,164.2526,3946.8624,,FDA08,Regular,0.049842613,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Snack Foods,,256.3672,255.6672,,FDP33,Low Fat,0.156304192,OUT019,1985.0,Small,Tier 1,Grocery Store,Very High,Very High
Meat,10.195,196.311,589.233,,FDS27,Regular,0.012458143,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very High,Very High
Soft Drinks,15.7,181.7634,2544.6876,,DRD60,Low Fat,0.037201127,OUT013,1987.0,High,Tier 3,Supermarket Type1,High,High
Frozen Foods,15.7,177.966,3415.554,,FDM28,Low Fat,0.045274134,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,High,High
Household,8.88,210.727,4194.54,,NCU54,Low Fat,0.098603729,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very High,Very High
Health and Hygiene,15.2,114.4492,579.246,,NCX05,LF,0.097457483,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Low,Low
Breads,10.195,33.3558,848.895,,FDX59,Low Fat,0.051661272,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very Low,Very Low
Snack Foods,6.67,133.0626,1573.9512,,FDE10,Regular,0.0,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Medium,Medium
Frozen Foods,,91.6804,3858.9768,,FDW16,Regular,0.041273391,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Low,Low
Fruits and Vegetables,,90.5514,2036.6822,,FDW07,Regular,0.141997869,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Low,Low
Canned,8.975,84.9224,1278.336,,FDG38,Regular,0.0,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Low,Low
Dairy,13.8,246.2802,1228.401,,DRC27,Low Fat,0.058339153,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very High,Very High
Fruits and Vegetables,16.35,49.9324,259.662,,FDT43,Low Fat,0.020544065,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very Low,Very Low
Fruits and Vegetables,6.11,129.6968,1174.4712,,FDR44,Regular,0.103503049,OUT017,2007.0,,Tier 2,Supermarket Type1,Medium,Medium
Dairy,7.785,105.6306,627.1836,,FDP26,Low Fat,0.140342195,OUT017,2007.0,,Tier 2,Supermarket Type1,Low,Low
Household,,178.237,7939.665,,NCE55,Low Fat,0.12929931,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Meat,18.85,60.4562,1125.8678,,FDU39,Low Fat,0.036031137,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very Low,Very Low
Meat,,120.9756,2787.0388,,FDK27,Low Fat,0.008903212,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Medium,Medium
Fruits and Vegetables,6.65,127.2678,2416.1882,,FDP32,Low Fat,0.087669485,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Medium,Medium
Household,7.5,59.2588,916.1408,,NCW54,Low Fat,0.0,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very Low,Very Low
Baking Goods,5.985,186.5924,2591.2936,,FDA36,Low Fat,0.005661669,OUT013,1987.0,High,Tier 3,Supermarket Type1,High,High
Baking Goods,6.78,95.012,2050.664,,FDU24,Regular,0.0,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Low,Low
Snack Foods,6.195,122.2098,1205.098,,FDX34,Low Fat,0.07198553,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Medium,Medium
Meat,18.6,48.8376,287.6256,,FDU27,Regular,0.17133418,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very Low,Very Low
Canned,8.63,174.1422,517.3266,,FDQ25,Regular,0.047329385,OUT010,1998.0,,Tier 3,Grocery Store,High,High
Canned,11.8,117.0834,1842.9344,,FDY01,Regular,0.170977155,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Low,Low
Dairy,7.075,145.8128,1725.7536,,FDH27,Low Fat,0.058298384,OUT013,1987.0,High,Tier 3,Supermarket Type1,Medium,Medium
Snack Foods,8.395,100.1042,1289.6546,,FDL10,Low Fat,0.039715591,OUT017,2007.0,,Tier 2,Supermarket Type1,Low,Low
Meat,17.85,153.6682,1829.6184,,FDL15,Low Fat,0.046824729,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Medium,Medium
Baking Goods,12.35,79.2328,154.4656,,FDT24,Regular,0.311090379,OUT010,1998.0,,Tier 3,Grocery Store,Very Low,Very Low
Others,14.6,238.3538,2163.1842,,NCN55,Low Fat,0.059611153,OUT045,2002.0,,Tier 2,Supermarket Type1,Very High,Very High
Baking Goods,,164.95,4161.25,,FDZ59,Regular,0.103517853,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Snack Foods,11.65,82.9908,1258.362,,FDM57,Regular,0.075834825,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very Low,Very Low
Canned,20.7,183.8266,1844.266,,FDD14,Low Fat,0.170072462,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,High,High
Fruits and Vegetables,8.77,173.6422,517.3266,,FDU19,Regular,0.0,OUT013,1987.0,High,Tier 3,Supermarket Type1,High,High
Dairy,20.25,219.3482,8323.8316,,DRJ39,Low Fat,0.036399734,OUT045,2002.0,,Tier 2,Supermarket Type1,Very High,Very High
Frozen Foods,13.65,198.4426,5536.7928,,FDI04,Regular,0.072912432,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very High,Very High
Household,17.7,168.4474,2358.2636,,NCQ54,Low Fat,0.012567811,OUT045,2002.0,,Tier 2,Supermarket Type1,High,High
Baking Goods,8.315,144.3444,3483.4656,,FDW12,Regular,0.035773394,OUT017,2007.0,,Tier 2,Supermarket Type1,Medium,Medium
Fruits and Vegetables,,122.8388,2972.1312,,FDQ32,Regular,0.046382793,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Medium,Medium
Soft Drinks,7.81,246.1486,5375.6692,,DRG49,Low Fat,0.067836851,OUT017,2007.0,,Tier 2,Supermarket Type1,Very High,Very High
Snack Foods,11.1,220.7482,4380.964,,FDP58,Low Fat,0.0,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very High,Very High
Fruits and Vegetables,18.1,96.2094,952.094,,FDD57,low fat,0.022434418,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Low,Low
Hard Drinks,8.88,153.8682,1829.6184,,DRG23,Low Fat,0.086764795,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Medium,Medium
Health and Hygiene,12.15,39.1506,1480.0734,,NCZ17,LF,0.0,OUT017,2007.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Hard Drinks,9.5,188.4872,3592.6568,,DRJ11,Low Fat,0.085437778,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,High,High
Frozen Foods,15.25,215.1192,2157.192,,FDG16,Low Fat,0.089998959,OUT045,2002.0,,Tier 2,Supermarket Type1,Very High,Very High
Meat,,96.6094,2189.8162,,FDZ51,Regular,0.054288646,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Low,Low
Others,12.15,123.773,3325.671,,NCN43,Low Fat,0.0,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Medium,Medium
Household,16.35,95.741,965.41,,NCN30,LF,0.016993204,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Low,Low
Meat,,52.3324,1298.31,,FDP39,Low Fat,0.06908877,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very Low,Very Low
Snack Foods,12.85,157.663,2659.871,,FDP34,Low Fat,0.137441201,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Medium,Medium
Fruits and Vegetables,12.5,103.699,412.796,,FDM44,Low Fat,0.051970788,OUT010,1998.0,,Tier 3,Grocery Store,Low,Low
Frozen Foods,7.905,109.1254,1627.881,,FDC28,Low Fat,0.0,OUT017,2007.0,,Tier 2,Supermarket Type1,Low,Low
Soft Drinks,17.85,153.4998,2922.1962,,DRC24,Low Fat,0.02492239,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Medium,Medium
Snack Foods,7.21,100.8332,1537.998,,FDN46,Regular,0.144924795,OUT045,2002.0,,Tier 2,Supermarket Type1,Low,Low
Health and Hygiene,5.175,37.0874,423.4488,,NCN53,LF,0.030349723,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very Low,Very Low
Fruits and Vegetables,,163.221,326.242,,FDY32,Low Fat,0.226284381,OUT019,1985.0,Small,Tier 1,Grocery Store,High,High
Household,16.2,193.1162,2501.4106,,NCW06,Low Fat,0.050625182,OUT017,2007.0,,Tier 2,Supermarket Type1,High,High
Baking Goods,14.0,103.8332,1743.0644,,FDY48,Low Fat,0.02371512,OUT013,1987.0,High,Tier 3,Supermarket Type1,Low,Low
Health and Hygiene,8.42,65.9168,958.752,,NCP29,Low Fat,0.112177581,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very Low,Very Low
Baking Goods,9.3,195.0136,194.4136,,FDB60,low fat,0.04774013,OUT010,1998.0,,Tier 3,Grocery Store,Very High,High
Soft Drinks,9.395,226.172,3848.324,,DRE60,Low Fat,0.159304333,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very High,Very High
Meat,17.85,260.7936,4697.8848,,FDN51,Regular,0.020989308,OUT045,2002.0,,Tier 2,Supermarket Type1,Very High,Very High
Dairy,,74.2012,1290.3204,,DRE15,Low Fat,0.01769927,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very Low,Very Low
Dairy,6.13,60.1536,1102.5648,,DRG15,Low Fat,0.0,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very Low,Very Low
Fruits and Vegetables,,216.9166,217.7166,,FDX55,Low Fat,0.096658404,OUT019,1985.0,Small,Tier 1,Grocery Store,Very High,Very High
Fruits and Vegetables,20.1,194.282,1544.656,,FDC57,Regular,0.054816926,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,High,High
Canned,16.5,103.699,1651.184,,FDA25,Regular,0.068511103,OUT017,2007.0,,Tier 2,Supermarket Type1,Low,Low
Health and Hygiene,5.615,122.473,1354.903,,NCK29,Low Fat,0.12574524,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Medium,Medium
Baking Goods,7.52,183.095,5492.85,,FDP48,Regular,0.044023213,OUT046,1997.0,Small,Tier 1,Supermarket Type1,High,High
Breakfast,,54.5614,1713.1034,,FDP49,Regular,0.068754395,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very Low,Very Low
Canned,13.8,87.4172,178.4344,,FDL38,Regular,0.024660202,OUT010,1998.0,,Tier 3,Grocery Store,Low,Low
Snack Foods,17.6,98.241,1930.82,,FDZ21,Regular,0.039214444,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Low,Low
Fruits and Vegetables,20.5,122.3756,2544.6876,,FDQ44,Low Fat,0.036344721,OUT017,2007.0,,Tier 2,Supermarket Type1,Medium,Medium
Health and Hygiene,11.8,116.9492,1969.4364,,NCB42,LF,0.008554052,OUT013,1987.0,High,Tier 3,Supermarket Type1,Low,Low
Dairy,,155.963,4537.427,,FDY15,Regular,0.170000805,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Medium,Medium
Health and Hygiene,20.25,108.3938,2787.0388,,NCW05,Low Fat,0.148302815,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Low,Low
Breads,15.85,177.637,3352.303,,FDR23,Low Fat,0.081914677,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,High,High
Snack Foods,17.7,166.2816,2516.724,,FDO34,Low Fat,0.029914022,OUT013,1987.0,High,Tier 3,Supermarket Type1,High,High
Baking Goods,6.035,185.324,3728.48,,FDZ36,Regular,0.065771344,OUT035,2004.0,Small,Tier 2,Supermarket Type1,High,High
Snack Foods,,184.495,7873.085,,FDX58,Low Fat,0.043551753,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Household,12.35,117.0124,1540.6612,,NCJ18,Low Fat,0.163941937,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Low,Low
Snack Foods,14.65,50.9666,717.7324,,FDP22,Regular,0.099692906,OUT017,2007.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Fruits and Vegetables,10.895,133.5284,263.6568,,FDH57,Low Fat,0.059834024,OUT010,1998.0,,Tier 3,Grocery Store,Medium,Medium
Dairy,15.75,37.4506,1062.6168,,DRF51,Low Fat,0.166174549,OUT045,2002.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Dairy,11.15,44.2744,588.5672,,FDD51,LF,0.119930029,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very Low,Very Low
Frozen Foods,8.985,131.531,1428.141,,FDW04,reg,0.057944376,OUT045,2002.0,,Tier 2,Supermarket Type1,Medium,Medium
Snack Foods,17.6,94.841,193.082,,FDZ21,Regular,0.065649353,OUT010,1998.0,,Tier 3,Grocery Store,Low,Low
Household,,168.679,4923.591,,NCJ30,LF,0.080249973,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Snack Foods,13.15,89.5856,1494.0552,,FDO45,Regular,0.037952777,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Low,Low
Frozen Foods,9.195,86.5566,1183.7924,,FDE41,Regular,0.064113698,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Low,Low
Soft Drinks,,64.7168,3068.0064,,DRD13,Low Fat,0.048841794,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very Low,Very Low
Household,19.6,106.9964,1788.3388,,NCC07,Low Fat,0.02394662,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Low,Low
Dairy,,43.7086,1293.6494,,FDE51,Regular,0.096000183,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very Low,Very Low
Household,20.2,93.2462,1018.0082,,NCG43,Low Fat,0.074177667,OUT013,1987.0,High,Tier 3,Supermarket Type1,Low,Low
Breads,,110.157,2306.997,,FDS59,Regular,0.04368089,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Low,Low
Frozen Foods,7.75,32.9558,101.8674,,FDV16,reg,0.083268523,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very Low,Very Low
Dairy,8.575,194.1794,3316.3498,,FDC03,Regular,0.071832909,OUT035,2004.0,Small,Tier 2,Supermarket Type1,High,High
Baking Goods,20.2,197.211,3535.398,,FDV60,Regular,0.0,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very High,Very High
Baking Goods,19.35,165.3184,1651.184,,FDJ60,Regular,0.062625641,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,High,High
Fruits and Vegetables,7.365,225.172,452.744,,FDX20,Low Fat,0.042646566,OUT045,2002.0,,Tier 2,Supermarket Type1,Very High,Very High
Frozen Foods,7.5,237.7906,1188.453,,FDD17,Low Fat,0.0,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very High,Very High
Fruits and Vegetables,8.3,37.4506,796.9626,,FDD08,Low Fat,0.03555434,OUT017,2007.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Snack Foods,16.75,156.663,2816.334,,FDX45,Low Fat,0.105068444,OUT045,2002.0,,Tier 2,Supermarket Type1,Medium,Medium
Breakfast,10.695,173.8712,4570.0512,,FDM25,Regular,0.060912865,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,High,High
Household,5.88,147.5392,2684.5056,,NCT42,Low Fat,0.02488732,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Medium,Medium
Dairy,12.6,36.1874,423.4488,,FDT02,Low Fat,0.024194731,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very Low,Very Low
Snack Foods,10.695,74.0038,1034.6532,,FDV34,Regular,0.01141595,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very Low,Very Low
Health and Hygiene,17.85,95.9094,2285.0256,,NCR41,Low Fat,0.018023997,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Low,Low
Fruits and Vegetables,19.75,188.0872,2458.1336,,FDT31,Low Fat,0.012499004,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,High,High
Seafood,7.97,107.5596,431.4384,,FDF33,Low Fat,0.036045991,OUT010,1998.0,,Tier 3,Grocery Store,Low,Low
Health and Hygiene,,145.976,585.904,,NCU29,Low Fat,0.044607722,OUT019,1985.0,Small,Tier 1,Grocery Store,Medium,Medium
Household,15.7,57.8562,651.8182,,NCB55,Low Fat,0.16098885,OUT045,2002.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Household,15.1,139.7496,3952.1888,,NCU18,Low Fat,0.055793586,OUT013,1987.0,High,Tier 3,Supermarket Type1,Medium,Medium
Baking Goods,6.63,167.25,1830.95,,FDZ59,Regular,0.104445322,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,High,High
Health and Hygiene,8.6,140.9154,1134.5232,,NCI29,Low Fat,0.032687702,OUT045,2002.0,,Tier 2,Supermarket Type1,Medium,Medium
Meat,,197.711,4910.275,,FDL03,Regular,0.026949463,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very High,Very High
Household,13.0,255.0014,5865.0322,,NCQ06,Low Fat,0.041909345,OUT045,2002.0,,Tier 2,Supermarket Type1,Very High,Very High
Fruits and Vegetables,5.98,148.2418,1618.5598,,FDY31,LF,0.04363058,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Medium,Medium
Dairy,6.03,175.1028,1593.9252,,DRI03,Low Fat,0.0,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,High,High
Canned,13.8,88.5172,2408.8644,,FDL38,Regular,0.014793124,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Low,Low
Breakfast,,183.0292,8209.314,,FDR37,Regular,0.065928735,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Breads,,228.5668,3225.1352,,FDT59,Low Fat,0.01583438,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very High,Very High
Frozen Foods,16.1,34.3558,271.6464,,FDV28,Regular,0.159728395,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very Low,Very Low
Health and Hygiene,20.1,143.4154,3545.385,,NCX53,Low Fat,0.014925407,OUT013,1987.0,High,Tier 3,Supermarket Type1,Medium,Medium
Baking Goods,9.17,141.947,4008.116,,FDZ12,Low Fat,0.102893121,OUT013,1987.0,High,Tier 3,Supermarket Type1,Medium,Medium
Health and Hygiene,10.895,255.3672,767.0016,,NCT05,Low Fat,0.020951848,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very High,Very High
Dairy,5.325,55.8298,485.3682,,FDW38,Regular,0.0,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very Low,Very Low
Fruits and Vegetables,12.85,233.3642,3950.1914,,FDD33,Low Fat,0.108102606,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very High,Very High
Meat,,196.8426,593.2278,,FDV39,Low Fat,0.0,OUT019,1985.0,Small,Tier 1,Grocery Store,Very High,Very High
Soft Drinks,15.35,91.912,559.272,,DRE25,LF,0.073697713,OUT017,2007.0,,Tier 2,Supermarket Type1,Low,Low
Starchy Foods,16.7,64.3168,127.8336,,FDC59,reg,0.091437584,OUT010,1998.0,,Tier 3,Grocery Store,Very Low,Very Low
Snack Foods,13.3,64.951,1644.526,,FDF58,Low Fat,0.009581155,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very Low,Very Low
Others,,78.6618,80.5618,,NCP50,Low Fat,0.035997636,OUT019,1985.0,Small,Tier 1,Grocery Store,Very Low,Very Low
Snack Foods,6.67,90.2514,974.0654,,FDS33,Regular,0.12332588,OUT013,1987.0,High,Tier 3,Supermarket Type1,Low,Low
Fruits and Vegetables,20.5,192.0478,1549.9824,,FDP08,Regular,0.112584813,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,High,High
Frozen Foods,15.1,131.531,2856.282,,FDF29,Regular,0.019930418,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Medium,Medium
Household,17.0,124.6362,3900.9222,,NCF30,Low Fat,0.126244059,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Medium,Medium
Canned,8.42,227.6352,2748.4224,,FDI50,Regular,0.030905215,OUT045,2002.0,,Tier 2,Supermarket Type1,Very High,Very High
Fruits and Vegetables,15.2,177.1054,3151.8972,,FDD56,Regular,0.104365283,OUT017,2007.0,,Tier 2,Supermarket Type1,High,High
Health and Hygiene,17.0,125.073,369.519,,NCN41,Low Fat,0.087387669,OUT010,1998.0,,Tier 3,Grocery Store,Medium,Medium
Starchy Foods,17.6,47.806,1071.938,,FDE23,Regular,0.053481818,OUT017,2007.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Canned,18.0,155.0972,3894.93,,FDL26,Low Fat,0.073306615,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Medium,Medium
Household,14.6,196.9084,595.2252,,NCB30,Low Fat,0.043021542,OUT010,1998.0,,Tier 3,Grocery Store,Very High,Very High
Dairy,5.8,89.4172,2498.0816,,FDY50,Low Fat,0.13169655,OUT017,2007.0,,Tier 2,Supermarket Type1,Low,Low
Others,9.8,192.2478,4068.7038,,NCK19,Low Fat,0.090834158,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,High,High
Household,,250.7724,251.6724,,NCR38,Low Fat,0.19875618,OUT019,1985.0,Small,Tier 1,Grocery Store,Very High,Very High
Frozen Foods,14.3,77.6302,950.7624,,FDI28,Low Fat,0.026321701,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very Low,Very Low
Baking Goods,11.1,158.8604,2693.8268,,FDO24,Low Fat,0.176215665,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Medium,Medium
Fruits and Vegetables,17.0,171.7106,1711.106,,FDC45,Low Fat,0.136008489,OUT045,2002.0,,Tier 2,Supermarket Type1,High,High
Meat,18.6,48.8376,1294.3152,,FDU27,Regular,0.17174348,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very Low,Very Low
Snack Foods,8.895,49.8008,759.012,,FDS09,Regular,0.08154715,OUT017,2007.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Soft Drinks,,86.6198,2529.3742,,DRE13,low fat,0.027570939,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Low,Low
Meat,10.3,102.3648,1557.972,,FDV15,Low Fat,0.146767897,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Low,Low
Canned,19.25,141.8496,2399.5432,,FDH26,Regular,0.03467086,OUT013,1987.0,High,Tier 3,Supermarket Type1,Medium,Medium
Snack Foods,12.6,210.8612,1254.3672,,FDI22,Low Fat,0.09619424,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very High,Very High
Canned,15.3,215.7218,1923.4962,,FDJ26,Regular,0.08511049,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very High,Very High
Canned,,184.0924,555.2772,,FDD26,Regular,0.1263349,OUT019,1985.0,Small,Tier 1,Grocery Store,High,High
Household,,123.3414,4751.8146,,NCI55,Low Fat,0.012592289,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Medium,Medium
Baking Goods,,122.2072,3552.7088,,FDA35,Regular,0.05357685,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Medium,Medium
Snack Foods,18.6,160.6236,1611.236,,FDN21,Low Fat,0.077168705,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,High,High
Others,14.5,163.621,815.605,,NCM43,Low Fat,0.032597778,OUT010,1998.0,,Tier 3,Grocery Store,High,High
Fruits and Vegetables,13.5,179.5976,2173.1712,,FDD09,Low Fat,0.021583971,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,High,High
Baking Goods,10.3,177.637,4234.488,,FDI24,Low Fat,0.078903499,OUT045,2002.0,,Tier 2,Supermarket Type1,High,High
Health and Hygiene,,121.373,369.519,,NCN41,Low Fat,0.091411749,OUT019,1985.0,Small,Tier 1,Grocery Store,Medium,Medium
Health and Hygiene,,164.6526,657.8104,,NCT53,Low Fat,0.084245356,OUT019,1985.0,Small,Tier 1,Grocery Store,High,High
Breads,7.155,33.8874,35.2874,,FDQ47,Regular,0.281509514,OUT010,1998.0,,Tier 3,Grocery Store,Very Low,Very Low
Health and Hygiene,16.5,39.7506,227.7036,,NCD42,Low Fat,0.012689327,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very Low,Very Low
Snack Foods,5.59,63.1168,191.7504,,FDI21,Regular,0.094741514,OUT010,1998.0,,Tier 3,Grocery Store,Very Low,Very Low
Baking Goods,15.15,149.6708,300.9416,,FDS48,Low Fat,0.046496777,OUT010,1998.0,,Tier 3,Grocery Store,Medium,Medium
