Item_Name,Category,Item_Weight,Item_MRP,Item_Outlet_Sales,Timestamp,Shelf_Life_Days,Seasonal_Demand,Packaging_Type,Trending_Score,Outlet_Type,Fat_Content,Establishment_Year,Tier,Visibility
Low-Fat Milk,Dairy Products,1.05,3.6300000000000003,280.31,2025-01-11 08:54:45.946198,13,Medium,Packaged,7.755958728505459,Supermarket Type2,Low Fat,2015,Tier 2,0.8710359042213854
Orange,Fruits and Vegetables,0.13999999999999999,2.06,191.52,2025-01-11 08:54:45.946547,16,High,Loose,5.402570148119619,Supermarket Type1,Regular,2012,Tier 1,0.7022623415668208
Brown Rice,Grains and Cereals,1.02,2.76,151.71,2025-01-11 08:54:45.946886,189,Low,Packaged,6.236107888608107,Supermarket Type1,Regular,2012,Tier 1,0.7213868614061534
Banana,Fruits and Vegetables,0.09999999999999999,1.9300000000000002,584.0999999999999,2025-01-11 08:54:45.947233,6,Medium,Loose,6.6496516140264115,Supermarket Type2,Regular,2015,Tier 2,1.0
Quinoa,Grains and Cereals,0.43,5.72,77.85,2025-01-11 08:54:45.947599,372,Medium,Packaged,8.675167580922668,Supermarket Type1,Regular,2010,Tier 1,0.7413737993947004
Kiwi,Fruits and Vegetables,0.060000000000000005,2.88,169.61,2025-01-11 08:54:45.947939,15,Low,Packaged,4.95057313394207,Supermarket Type3,Regular,2018,Tier 3,0.5508314897868536
Butter,Dairy Products,0.19,4.96,188.39,2025-01-11 08:54:45.948279,32,Medium,Packaged,6.972455759890168,Supermarket Type3,Full Fat,2018,Tier 3,0.778005509246369
Quinoa,Grains and Cereals,0.55,6.11,95.81,2025-01-11 08:54:45.948681,357,Medium,Packaged,8.44505941069145,Supermarket Type1,Regular,2010,Tier 1,0.8166181469339898
Oats,Grains and Cereals,0.55,3.18,199.93,2025-01-11 08:54:45.949018,172,High,Packaged,7.2225129582260585,Supermarket Type3,Regular,2018,Tier 3,0.7691600991067105
Brown Rice,Grains and Cereals,1.07,2.8,109.43,2025-01-11 08:54:45.949357,174,Low,Packaged,7.752070756666425,Supermarket Type1,Regular,2012,Tier 1,0.796128502204899
Spinach,Fruits and Vegetables,0.33999999999999997,2.31,65.59,2025-01-11 08:54:45.949701,1,Medium,Loose,6.160560986768026,Supermarket Type1,Regular,2010,Tier 1,0.9330465524326542
Energy Bars,Packaged Snacks,0.13,2.45,165.79,2025-01-11 08:54:45.950044,140,High,Packaged,8.079113334642816,Supermarket Type1,Regular,2010,Tier 1,0.9527886928250642
Brown Rice,Grains and Cereals,1.09,3.25,118.48,2025-01-11 08:54:45.950385,176,Low,Packaged,7.510950437503432,Supermarket Type1,Regular,2012,Tier 1,0.8555710889150945
Mixed Nuts,Packaged Snacks,0.16999999999999998,4.62,137.17000000000002,2025-01-11 08:54:45.950718,173,Medium,Packaged,6.816075528809168,Supermarket Type3,Regular,2018,Tier 3,0.9104999741883595
Mixed Nuts,Packaged Snacks,0.3,5.24,180.19,2025-01-11 08:54:45.951055,187,Medium,Packaged,6.656544769995374,Supermarket Type3,Regular,2018,Tier 3,0.9403401418997182
Mixed Nuts,Packaged Snacks,0.24,4.67,164.09,2025-01-11 08:54:45.951408,185,Medium,Packaged,7.200225122878227,Supermarket Type3,Regular,2018,Tier 3,0.9461636171387404
White Rice,Grains and Cereals,1.05,2.91,222.02,2025-01-11 08:54:45.951749,359,Low,Packaged,6.513917483937384,Supermarket Type2,Regular,2015,Tier 2,0.816092301447737
Potato Chips,Packaged Snacks,0.25,2.04,262.86,2025-01-11 08:54:45.952107,98,High,Packaged,8.753170929671152,Supermarket Type2,Regular,2015,Tier 2,0.9802771497097077
Potato Chips,Packaged Snacks,0.27,2.35,229.0,2025-01-11 08:54:45.952575,89,High,Packaged,8.459553674338336,Supermarket Type2,Regular,2015,Tier 2,0.898487579046025
Orange,Fruits and Vegetables,0.16999999999999998,2.34,152.53,2025-01-11 08:54:45.952984,13,High,Loose,6.699073980602604,Supermarket Type1,Regular,2012,Tier 1,0.7476947741266659
Low-Fat Milk,Dairy Products,0.97,3.1900000000000004,210.95,2025-01-11 08:54:45.953366,21,Medium,Packaged,8.54428801891282,Supermarket Type2,Low Fat,2015,Tier 2,0.8295303360144163
Potato Chips,Packaged Snacks,0.28,2.1,277.89,2025-01-11 08:54:45.953705,88,High,Packaged,7.581019025117163,Supermarket Type2,Regular,2015,Tier 2,0.9513197242601731
White Rice,Grains and Cereals,0.98,2.95,226.79,2025-01-11 08:54:45.954009,358,Low,Packaged,6.361978780927694,Supermarket Type2,Regular,2015,Tier 2,0.8150835164147814
Low-Fat Milk,Dairy Products,0.98,3.5,592.14,2025-01-11 08:54:45.954349,22,Medium,Packaged,7.3600251890735935,Supermarket Type2,Low Fat,2015,Tier 2,0.9325182177764447
Kiwi,Fruits and Vegetables,0.2,3.12,152.16,2025-01-11 08:54:45.954657,14,Low,Packaged,4.1582088887586455,Supermarket Type3,Regular,2018,Tier 3,0.6020555590044824
Yogurt,Dairy Products,0.54,2.01,194.71,2025-01-11 08:54:45.954955,22,High,Packaged,8.808488573012854,Supermarket Type1,Low Fat,2012,Tier 1,0.8917500439008584
Spinach,Fruits and Vegetables,0.27999999999999997,1.7200000000000002,52.34,2025-01-11 08:54:45.955323,12,Medium,Loose,7.3473925392019765,Supermarket Type1,Regular,2010,Tier 1,0.7893000971473711
Energy Bars,Packaged Snacks,0.13999999999999999,2.4,200.46,2025-01-11 08:54:45.955707,144,High,Packaged,9.737013803164695,Supermarket Type1,Regular,2010,Tier 1,0.9693191796378787
Low-Fat Milk,Dairy Products,1.08,2.98,586.3499999999999,2025-01-11 08:54:45.956038,5,Medium,Packaged,8.576215006019456,Supermarket Type2,Low Fat,2015,Tier 2,0.9194472832628502
Brown Rice,Grains and Cereals,0.91,3.21,100.03999999999999,2025-01-11 08:54:45.956437,188,Low,Packaged,6.670936016007943,Supermarket Type1,Regular,2012,Tier 1,0.8296058281529617
Whole Milk,Dairy Products,0.91,3.91,292.87,2025-01-11 08:54:45.956782,11,Medium,Packaged,9.955752766190658,Supermarket Type1,Full Fat,2010,Tier 1,0.9784724266299267
Mixed Nuts,Packaged Snacks,0.16,5.07,169.67,2025-01-11 08:54:45.957089,175,Medium,Packaged,7.4001086900242425,Supermarket Type3,Regular,2018,Tier 3,0.7883847509666144
Brown Rice,Grains and Cereals,0.92,3.01,180.32999999999998,2025-01-11 08:54:45.957387,182,Low,Packaged,7.921285219633933,Supermarket Type1,Regular,2012,Tier 1,0.7895483308035408
Kiwi,Fruits and Vegetables,0.05,3.29,124.79,2025-01-11 08:54:45.957685,14,Low,Packaged,5.675379224824628,Supermarket Type3,Regular,2018,Tier 3,0.6495976719904899
Kiwi,Fruits and Vegetables,0.11,2.82,155.45,2025-01-11 08:54:45.957981,8,Low,Packaged,5.154197187712365,Supermarket Type3,Regular,2018,Tier 3,0.6214048938622007
Low-Fat Milk,Dairy Products,0.91,3.16,542.25,2025-01-11 08:54:45.958278,20,Medium,Packaged,8.598674377237785,Supermarket Type2,Low Fat,2015,Tier 2,0.807031571495425
Broccoli,Fruits and Vegetables,0.34,3.26,100.84,2025-01-11 08:54:45.958596,1,Low,Loose,5.748948099506379,Supermarket Type2,Regular,2015,Tier 2,0.7042623729698958
Banana,Fruits and Vegetables,0.18,2.2600000000000002,520.91,2025-01-11 08:54:45.958910,12,Medium,Loose,6.183235899483658,Supermarket Type2,Regular,2015,Tier 2,0.8812776986097823
Apple,Fruits and Vegetables,0.28,2.7,153.48,2025-01-11 08:54:45.959231,12,High,Loose,8.797647356010756,Supermarket Type1,Regular,2010,Tier 1,0.8160313931039163
Cheese,Dairy Products,0.19999999999999998,5.41,174.31,2025-01-11 08:54:45.959542,59,Low,Packaged,8.870842494253443,Supermarket Type1,Full Fat,2010,Tier 1,0.9355541963792724
White Rice,Grains and Cereals,1.0,2.04,612.64,2025-01-11 08:54:45.959842,372,Low,Packaged,6.989384074748163,Supermarket Type1,Regular,2010,Tier 1,0.7741337699100895
Low-Fat Milk,Dairy Products,0.96,3.27,608.7099999999999,2025-01-11 08:54:45.960139,18,Medium,Packaged,7.642177794652413,Supermarket Type2,Low Fat,2015,Tier 2,0.841607216870953
White Rice,Grains and Cereals,1.05,2.69,157.77,2025-01-11 08:54:45.960521,361,Low,Packaged,5.016199754103116,Supermarket Type2,Regular,2015,Tier 2,0.8265139615254211
Whole Milk,Dairy Products,1.07,3.33,265.28,2025-01-11 08:54:45.960848,6,Medium,Packaged,8.473254663098839,Supermarket Type1,Full Fat,2010,Tier 1,0.8721274419323776
Quinoa,Grains and Cereals,0.41000000000000003,6.08,168.95,2025-01-11 08:54:45.961150,372,Medium,Packaged,8.337026948650685,Supermarket Type1,Regular,2010,Tier 1,0.8958750275822512
Energy Bars,Packaged Snacks,0.18,2.7800000000000002,209.07,2025-01-11 08:54:45.961448,156,High,Packaged,9.293143361820427,Supermarket Type1,Regular,2010,Tier 1,0.9382928111823948
Mixed Nuts,Packaged Snacks,0.28,4.94,203.95,2025-01-11 08:54:45.961824,173,Medium,Packaged,7.361107626009746,Supermarket Type3,Regular,2018,Tier 3,0.8755109590306549
Chocolate Cookies,Packaged Snacks,0.25,2.65,216.11,2025-01-11 08:54:45.962152,125,High,Packaged,9.561237123316156,Supermarket Type1,Regular,2012,Tier 1,0.9484510543159225
Mixed Nuts,Packaged Snacks,0.3,4.77,165.09,2025-01-11 08:54:45.962463,171,Medium,Packaged,6.340437722765955,Supermarket Type3,Regular,2018,Tier 3,0.8088716467457537
White Rice,Grains and Cereals,0.97,2.8,543.8299999999999,2025-01-11 08:54:45.962763,372,Low,Packaged,6.806579924624987,Supermarket Type1,Regular,2010,Tier 1,0.8904904489182577
Energy Bars,Packaged Snacks,0.10999999999999999,2.04,221.36,2025-01-11 08:54:45.963166,157,High,Packaged,9.648273879718275,Supermarket Type1,Regular,2010,Tier 1,0.8786405871804391
Quinoa,Grains and Cereals,0.55,5.65,113.71,2025-01-11 08:54:45.963555,369,Medium,Packaged,9.10443520423587,Supermarket Type1,Regular,2010,Tier 1,0.850219523583242
Banana,Fruits and Vegetables,0.06999999999999999,2.24,572.79,2025-01-11 08:54:45.963885,1,Medium,Loose,7.217990924303006,Supermarket Type2,Regular,2015,Tier 2,1.0
Spinach,Fruits and Vegetables,0.19999999999999998,2.1900000000000004,126.25999999999999,2025-01-11 08:54:45.964189,8,Medium,Loose,6.464927088131998,Supermarket Type1,Regular,2010,Tier 1,0.7809983131649023
Low-Fat Milk,Dairy Products,1.09,2.8200000000000003,546.4,2025-01-11 08:54:45.964580,4,Medium,Packaged,8.644857747541398,Supermarket Type2,Low Fat,2015,Tier 2,0.9224125285285582
Banana,Fruits and Vegetables,0.21,2.13,224.12,2025-01-11 08:54:45.964928,11,Medium,Loose,6.338354626141558,Supermarket Type2,Regular,2015,Tier 2,0.9377069587052563
Cheese,Dairy Products,0.29,4.8,151.6,2025-01-11 08:54:45.965247,57,Low,Packaged,8.952598715279054,Supermarket Type1,Full Fat,2010,Tier 1,0.840234105558249
Mixed Nuts,Packaged Snacks,0.18,4.76,178.75,2025-01-11 08:54:45.965621,178,Medium,Packaged,6.034107122495034,Supermarket Type3,Regular,2018,Tier 3,0.9113461569436361
Quinoa,Grains and Cereals,0.49,5.77,92.17,2025-01-11 08:54:45.966012,366,Medium,Packaged,8.257920729819435,Supermarket Type1,Regular,2010,Tier 1,0.7814073637570559
Whole Milk,Dairy Products,1.05,3.23,259.97,2025-01-11 08:54:45.966367,10,Medium,Packaged,8.18187188410201,Supermarket Type1,Full Fat,2010,Tier 1,1.0
Quinoa,Grains and Cereals,0.46,5.52,106.96000000000001,2025-01-11 08:54:45.966680,355,Medium,Packaged,9.225047503431034,Supermarket Type1,Regular,2010,Tier 1,0.7748207906030179
Banana,Fruits and Vegetables,0.19,1.8,536.3399999999999,2025-01-11 08:54:45.966983,6,Medium,Loose,6.392346225973922,Supermarket Type2,Regular,2015,Tier 2,0.863061033116873
Kiwi,Fruits and Vegetables,0.16,2.92,153.84,2025-01-11 08:54:45.967280,7,Low,Packaged,4.13126109914799,Supermarket Type3,Regular,2018,Tier 3,0.6443435131305945
Chocolate Cookies,Packaged Snacks,0.25,2.96,198.64,2025-01-11 08:54:45.967577,112,High,Packaged,8.403540677096283,Supermarket Type1,Regular,2012,Tier 1,0.9959901710925958
Low-Fat Milk,Dairy Products,0.91,3.39,597.04,2025-01-11 08:54:45.967872,17,Medium,Packaged,7.042736557993584,Supermarket Type2,Low Fat,2015,Tier 2,0.872380697947467
Mixed Nuts,Packaged Snacks,0.21,5.17,191.25,2025-01-11 08:54:45.968185,187,Medium,Packaged,6.997580499869075,Supermarket Type3,Regular,2018,Tier 3,0.7913271678931149
Banana,Fruits and Vegetables,0.22,2.06,572.64,2025-01-11 08:54:45.968574,1,Medium,Loose,7.517637601509369,Supermarket Type2,Regular,2015,Tier 2,0.977883716225012
White Rice,Grains and Cereals,1.08,2.12,184.25,2025-01-11 08:54:45.968899,358,Low,Packaged,5.878057458259263,Supermarket Type2,Regular,2015,Tier 2,0.8062801521287273
Orange,Fruits and Vegetables,0.28,2.4,190.55,2025-01-11 08:54:45.969230,25,High,Loose,6.583828942726271,Supermarket Type1,Regular,2012,Tier 1,0.7362463016724833
Banana,Fruits and Vegetables,0.09999999999999999,1.69,546.64,2025-01-11 08:54:45.969538,11,Medium,Loose,6.908754945645405,Supermarket Type2,Regular,2015,Tier 2,0.9545058897163572
Banana,Fruits and Vegetables,0.22,1.36,190.7,2025-01-11 08:54:45.969835,15,Medium,Loose,7.134997025754396,Supermarket Type2,Regular,2015,Tier 2,1.0
Broccoli,Fruits and Vegetables,0.43000000000000005,3.01,152.05,2025-01-11 08:54:45.970130,5,Low,Loose,6.990741700418382,Supermarket Type2,Regular,2015,Tier 2,0.6242127811178753
Low-Fat Milk,Dairy Products,1.06,3.02,211.5,2025-01-11 08:54:45.970438,6,Medium,Packaged,8.587536051484546,Supermarket Type2,Low Fat,2015,Tier 2,0.8683856532490539
Banana,Fruits and Vegetables,0.2,1.54,159.32999999999998,2025-01-11 08:54:45.970742,1,Medium,Loose,7.7544050592384215,Supermarket Type2,Regular,2015,Tier 2,0.8955995289355088
White Rice,Grains and Cereals,1.04,2.9,575.6899999999999,2025-01-11 08:54:45.971061,364,Low,Packaged,5.982237980944347,Supermarket Type1,Regular,2010,Tier 1,0.7910114936781879
Banana,Fruits and Vegetables,0.19,2.29,219.6,2025-01-11 08:54:45.971366,6,Medium,Loose,7.351938403395658,Supermarket Type2,Regular,2015,Tier 2,0.944845258932521
White Rice,Grains and Cereals,1.02,2.41,175.99,2025-01-11 08:54:45.971700,372,Low,Packaged,5.287078367655408,Supermarket Type2,Regular,2015,Tier 2,0.8377136485366101
Banana,Fruits and Vegetables,0.19,1.37,523.7099999999999,2025-01-11 08:54:45.972079,6,Medium,Loose,7.291387850135334,Supermarket Type2,Regular,2015,Tier 2,0.8477708082670662
Chocolate Cookies,Packaged Snacks,0.31,3.08,242.78,2025-01-11 08:54:45.972465,118,High,Packaged,9.371536218138418,Supermarket Type1,Regular,2012,Tier 1,1.0
Butter,Dairy Products,0.18,4.46,141.81,2025-01-11 08:54:45.972801,38,Medium,Packaged,7.079481329460197,Supermarket Type3,Full Fat,2018,Tier 3,0.7590874231365915
Quinoa,Grains and Cereals,0.45,6.14,105.39,2025-01-11 08:54:45.973225,358,Medium,Packaged,8.128738322794243,Supermarket Type1,Regular,2010,Tier 1,0.7700130809795874
Low-Fat Milk,Dairy Products,0.95,3.08,270.12,2025-01-11 08:54:45.973634,16,Medium,Packaged,7.37175871992699,Supermarket Type2,Low Fat,2015,Tier 2,0.7997035743956731
Yogurt,Dairy Products,0.49,1.7,162.31,2025-01-11 08:54:45.974003,15,High,Packaged,8.689661733260248,Supermarket Type1,Low Fat,2012,Tier 1,0.8623080935031034
Oats,Grains and Cereals,0.51,3.09,148.39,2025-01-11 08:54:45.974361,184,High,Packaged,8.280636005475523,Supermarket Type3,Regular,2018,Tier 3,0.8518742486114347
White Rice,Grains and Cereals,1.08,2.79,213.93,2025-01-11 08:54:45.974678,356,Low,Packaged,5.711344389266482,Supermarket Type2,Regular,2015,Tier 2,0.6652269855606885
Broccoli,Fruits and Vegetables,0.34,3.61,139.39,2025-01-11 08:54:45.975123,9,Low,Loose,6.04341754898724,Supermarket Type2,Regular,2015,Tier 2,0.6548585100087319
Whole Milk,Dairy Products,0.9299999999999999,3.68,325.97,2025-01-11 08:54:45.975445,15,Medium,Packaged,9.236669383649332,Supermarket Type1,Full Fat,2010,Tier 1,1.0
White Rice,Grains and Cereals,0.99,2.8,599.9399999999999,2025-01-11 08:54:45.975815,370,Low,Packaged,6.567852547906843,Supermarket Type1,Regular,2010,Tier 1,0.8008552742332447
Mixed Nuts,Packaged Snacks,0.16,4.63,160.75,2025-01-11 08:54:45.976212,182,Medium,Packaged,7.097109840986686,Supermarket Type3,Regular,2018,Tier 3,0.9532221561467675
Apple,Fruits and Vegetables,0.1,2.17,197.82999999999998,2025-01-11 08:54:45.976622,7,High,Loose,7.653276779119243,Supermarket Type1,Regular,2010,Tier 1,0.8202827186678284
Yogurt,Dairy Products,0.52,1.54,157.61,2025-01-11 08:54:45.976948,14,High,Packaged,8.215050748710008,Supermarket Type1,Low Fat,2012,Tier 1,0.9909973984134445
White Rice,Grains and Cereals,1.09,2.9699999999999998,226.76,2025-01-11 08:54:45.977317,369,Low,Packaged,5.1933851390708154,Supermarket Type2,Regular,2015,Tier 2,0.8095233339069359
Apple,Fruits and Vegetables,0.22,2.26,171.65,2025-01-11 08:54:45.977714,21,High,Loose,8.399793472972995,Supermarket Type1,Regular,2010,Tier 1,0.7695780875537646
Banana,Fruits and Vegetables,0.12,1.8,570.2199999999999,2025-01-11 08:54:45.978067,8,Medium,Loose,7.081325757664567,Supermarket Type2,Regular,2015,Tier 2,0.8821534445661874
Banana,Fruits and Vegetables,0.22999999999999998,2.21,555.9399999999999,2025-01-11 08:54:45.978478,1,Medium,Loose,6.660936512437467,Supermarket Type2,Regular,2015,Tier 2,0.8607363494555454
Spinach,Fruits and Vegetables,0.31,2.4800000000000004,106.66,2025-01-11 08:54:45.978840,14,Medium,Loose,7.723232809637803,Supermarket Type1,Regular,2010,Tier 1,0.9659983314150575
Oats,Grains and Cereals,0.55,3.71,205.56,2025-01-11 08:54:45.979162,181,High,Packaged,7.27683465043236,Supermarket Type3,Regular,2018,Tier 3,0.8693744109481145
White Rice,Grains and Cereals,1.1,2.82,519.93,2025-01-11 08:54:45.979533,362,Low,Packaged,5.131941092974332,Supermarket Type1,Regular,2010,Tier 1,0.8443225983239516
Kiwi,Fruits and Vegetables,0.010000000000000009,2.9,94.28999999999999,2025-01-11 08:54:45.979897,13,Low,Packaged,5.904202766412172,Supermarket Type3,Regular,2018,Tier 3,0.6253698769650783
Low-Fat Milk,Dairy Products,1.06,3.4400000000000004,552.6099999999999,2025-01-11 08:54:45.980222,17,Medium,Packaged,8.379309285816706,Supermarket Type2,Low Fat,2015,Tier 2,0.9861486187624748
Orange,Fruits and Vegetables,0.09999999999999999,1.66,181.66,2025-01-11 08:54:45.980646,29,High,Loose,5.6876007574440095,Supermarket Type1,Regular,2012,Tier 1,0.8757544953365164
Mixed Nuts,Packaged Snacks,0.29,5.4,137.99,2025-01-11 08:54:45.981029,175,Medium,Packaged,7.743933288299038,Supermarket Type3,Regular,2018,Tier 3,0.7820311816977471
Banana,Fruits and Vegetables,0.15,2.06,525.91,2025-01-11 08:54:45.981386,1,Medium,Loose,7.21156262527653,Supermarket Type2,Regular,2015,Tier 2,0.8921915042972894
Orange,Fruits and Vegetables,0.07999999999999999,2.01,140.27,2025-01-11 08:54:45.981752,25,High,Loose,5.656059533343821,Supermarket Type1,Regular,2012,Tier 1,0.725233362631669
Brown Rice,Grains and Cereals,1.07,2.77,172.86,2025-01-11 08:54:45.982136,171,Low,Packaged,7.398789194603332,Supermarket Type1,Regular,2012,Tier 1,0.711852369092909
Banana,Fruits and Vegetables,0.16999999999999998,1.77,580.04,2025-01-11 08:54:45.982479,14,Medium,Loose,7.901451298568767,Supermarket Type2,Regular,2015,Tier 2,0.8308004463770323
Butter,Dairy Products,0.25,4.89,193.47,2025-01-11 08:54:45.982854,30,Medium,Packaged,7.310346672985698,Supermarket Type3,Full Fat,2018,Tier 3,0.7761354473175427
Cheese,Dairy Products,0.36,4.8,169.89,2025-01-11 08:54:45.983209,50,Low,Packaged,7.9198603837489685,Supermarket Type1,Full Fat,2010,Tier 1,0.811161186461109
Oats,Grains and Cereals,0.48,3.13,150.33,2025-01-11 08:54:45.983590,181,High,Packaged,8.538713075542258,Supermarket Type3,Regular,2018,Tier 3,0.7626443789504315
Whole Milk,Dairy Products,1.06,3.29,318.91,2025-01-11 08:54:45.983951,13,Medium,Packaged,9.072634206758957,Supermarket Type1,Full Fat,2010,Tier 1,0.864361233675063
Orange,Fruits and Vegetables,0.24,2.22,134.92000000000002,2025-01-11 08:54:45.984300,22,High,Loose,5.152706462879579,Supermarket Type1,Regular,2012,Tier 1,0.8359280350675999
Apple,Fruits and Vegetables,0.22,2.63,131.17000000000002,2025-01-11 08:54:45.984739,20,High,Loose,8.143619364712027,Supermarket Type1,Regular,2010,Tier 1,0.9379703182303423
Brown Rice,Grains and Cereals,0.97,3.5,152.03,2025-01-11 08:54:45.985105,188,Low,Packaged,7.869146593558953,Supermarket Type1,Regular,2012,Tier 1,0.8693174218588132
Kiwi,Fruits and Vegetables,0.07,2.55,139.99,2025-01-11 08:54:45.985416,12,Low,Packaged,4.751159865386502,Supermarket Type3,Regular,2018,Tier 3,0.5994900533900651
Oats,Grains and Cereals,0.58,3.49,178.75,2025-01-11 08:54:45.985726,172,High,Packaged,7.6298082732171,Supermarket Type3,Regular,2018,Tier 3,0.8628743112935161
Orange,Fruits and Vegetables,0.16,2.32,225.22,2025-01-11 08:54:45.986071,30,High,Loose,5.9671173491884995,Supermarket Type1,Regular,2012,Tier 1,0.8656853577941659
Apple,Fruits and Vegetables,0.18000000000000002,2.65,199.46,2025-01-11 08:54:45.986467,21,High,Loose,8.269695950507916,Supermarket Type1,Regular,2010,Tier 1,0.9353438445166762
Yogurt,Dairy Products,0.47,2.22,148.89,2025-01-11 08:54:45.986792,14,High,Packaged,9.702557605146664,Supermarket Type1,Low Fat,2012,Tier 1,0.9559722530441699
Orange,Fruits and Vegetables,0.19999999999999998,1.87,154.43,2025-01-11 08:54:45.987101,24,High,Loose,5.257296610773772,Supermarket Type1,Regular,2012,Tier 1,0.7368517391220649
Energy Bars,Packaged Snacks,0.18,2.08,212.26,2025-01-11 08:54:45.987445,150,High,Packaged,8.289864673671605,Supermarket Type1,Regular,2010,Tier 1,0.8545056438848769
Spinach,Fruits and Vegetables,0.26,1.86,80.53999999999999,2025-01-11 08:54:45.987783,1,Medium,Loose,6.426010154891078,Supermarket Type1,Regular,2010,Tier 1,0.8615036817790076
Yogurt,Dairy Products,0.59,1.67,169.14,2025-01-11 08:54:45.988096,18,High,Packaged,9.23525913620567,Supermarket Type1,Low Fat,2012,Tier 1,0.8991361616477491
Low-Fat Milk,Dairy Products,1.05,3.0100000000000002,232.01,2025-01-11 08:54:45.988459,18,Medium,Packaged,7.280636301563029,Supermarket Type2,Low Fat,2015,Tier 2,0.8412808649193391
Brown Rice,Grains and Cereals,1.1,2.5300000000000002,180.4,2025-01-11 08:54:45.988788,171,Low,Packaged,7.3374531044985485,Supermarket Type1,Regular,2012,Tier 1,0.7260354427726927
Kiwi,Fruits and Vegetables,0.13,2.95,83.46000000000001,2025-01-11 08:54:45.989091,6,Low,Packaged,4.730322825734849,Supermarket Type3,Regular,2018,Tier 3,0.5706811761311121
Orange,Fruits and Vegetables,0.13,2.49,194.06,2025-01-11 08:54:45.989390,30,High,Loose,6.152586684426495,Supermarket Type1,Regular,2012,Tier 1,0.7263622318390994
White Rice,Grains and Cereals,0.99,2.95,533.15,2025-01-11 08:54:45.989686,372,Low,Packaged,5.36789582140862,Supermarket Type1,Regular,2010,Tier 1,0.7658238903096257
Quinoa,Grains and Cereals,0.5700000000000001,5.53,97.02,2025-01-11 08:54:45.989984,371,Medium,Packaged,8.083864409801263,Supermarket Type1,Regular,2010,Tier 1,0.8226054489156688
Orange,Fruits and Vegetables,0.10999999999999999,1.68,176.49,2025-01-11 08:54:45.990285,19,High,Loose,6.257712667585413,Supermarket Type1,Regular,2012,Tier 1,0.8174004103695838
Banana,Fruits and Vegetables,0.13,2.27,247.23,2025-01-11 08:54:45.990603,8,Medium,Loose,7.3071995832260095,Supermarket Type2,Regular,2015,Tier 2,0.8529940369568839
Brown Rice,Grains and Cereals,0.98,2.64,183.84,2025-01-11 08:54:45.990908,177,Low,Packaged,7.106109061364146,Supermarket Type1,Regular,2012,Tier 1,0.7432257019131142
Banana,Fruits and Vegetables,0.22,1.53,556.87,2025-01-11 08:54:45.991210,6,Medium,Loose,6.4893735536516175,Supermarket Type2,Regular,2015,Tier 2,0.9303468275891411
Kiwi,Fruits and Vegetables,0.1,3.1,108.35,2025-01-11 08:54:45.991546,13,Low,Packaged,4.103230269411699,Supermarket Type3,Regular,2018,Tier 3,0.6966238981513939
Low-Fat Milk,Dairy Products,0.9299999999999999,3.2,571.6999999999999,2025-01-11 08:54:45.991852,7,Medium,Packaged,8.014546152833145,Supermarket Type2,Low Fat,2015,Tier 2,0.9886520477101396
Kiwi,Fruits and Vegetables,0.18,2.56,107.78999999999999,2025-01-11 08:54:45.992257,11,Low,Packaged,4.445572242697425,Supermarket Type3,Regular,2018,Tier 3,0.7405771651725976
Mixed Nuts,Packaged Snacks,0.27,4.62,199.9,2025-01-11 08:54:45.992763,180,Medium,Packaged,6.602463003849118,Supermarket Type3,Regular,2018,Tier 3,0.7872995025774113
Kiwi,Fruits and Vegetables,0.05,3.08,114.66,2025-01-11 08:54:45.993092,17,Low,Packaged,5.845093671581942,Supermarket Type3,Regular,2018,Tier 3,0.7126539354622561
Low-Fat Milk,Dairy Products,0.95,3.5500000000000003,288.4,2025-01-11 08:54:45.993443,8,Medium,Packaged,8.26860939011669,Supermarket Type2,Low Fat,2015,Tier 2,0.9265063781236309
Low-Fat Milk,Dairy Products,1.07,3.6,258.99,2025-01-11 08:54:45.993848,8,Medium,Packaged,7.109608945609036,Supermarket Type2,Low Fat,2015,Tier 2,0.8220911787035734
Brown Rice,Grains and Cereals,0.9299999999999999,2.52,178.14,2025-01-11 08:54:45.994233,183,Low,Packaged,7.824582695257888,Supermarket Type1,Regular,2012,Tier 1,0.8063816261904334
White Rice,Grains and Cereals,0.96,2.87,518.75,2025-01-11 08:54:45.994590,364,Low,Packaged,5.183918346244065,Supermarket Type1,Regular,2010,Tier 1,0.8257089758707888
Orange,Fruits and Vegetables,0.18,2.0,185.97,2025-01-11 08:54:45.994909,21,High,Loose,5.578049717418129,Supermarket Type1,Regular,2012,Tier 1,0.7786597838372363
Banana,Fruits and Vegetables,0.07999999999999999,1.82,232.36,2025-01-11 08:54:45.995207,1,Medium,Loose,6.34432068749591,Supermarket Type2,Regular,2015,Tier 2,0.8672220634947225
Spinach,Fruits and Vegetables,0.33999999999999997,2.1100000000000003,43.49,2025-01-11 08:54:45.995588,1,Medium,Loose,6.053423437901561,Supermarket Type1,Regular,2010,Tier 1,0.8168403614528053
Kiwi,Fruits and Vegetables,0.07,2.52,116.26,2025-01-11 08:54:45.995938,13,Low,Packaged,4.652227796431507,Supermarket Type3,Regular,2018,Tier 3,0.5960361857008002
Banana,Fruits and Vegetables,0.15,1.74,171.2,2025-01-11 08:54:45.996348,1,Medium,Loose,6.971587516903982,Supermarket Type2,Regular,2015,Tier 2,0.8399167679470521
